"year","county","make","model","fuel_type","sales"
2023,"Ventura","Tesla","Model Y","Electric",2650
2023,"Ventura","Toyota","Mirai","Hydrogen",34
2023,"Ventura","Toyota","Prius Prime","PHEV",69
2023,"Ventura","Toyota","RAV4 Prime","PHEV",155
2023,"Ventura","Toyota/Subaru","bZ4X/Solterra","Electric",142
2023,"Ventura","VinFast","VF8","Electric",3
2023,"Ventura","Volkswagen","ID.4","Electric",297
2023,"Ventura","Volvo","C40 Recharge","Electric",38
2023,"Ventura","Volvo","S60 Recharge","PHEV",7
2023,"Ventura","Volvo","V60 Recharge","PHEV",3
2023,"Ventura","Volvo","XC40 Recharge","Electric",23
2023,"Ventura","Volvo","XC60 Recharge","PHEV",34
2023,"Ventura","Volvo","XC90 Recharge","PHEV",50
2023,"Yolo","Audi","Q4 e-tron","Electric",12
2023,"Yolo","Audi","Q4 e-tron Sportback","Electric",7
2023,"Yolo","Audi","Q5","PHEV",3
2023,"Yolo","Audi","Q8 e-tron","Electric",4
2023,"Yolo","Audi","Q8 e-tron Sportback","Electric",1
2023,"Yolo","Audi","e-tron","Electric",1
2023,"Yolo","Audi","e-tron Sportback","Electric",1
2023,"Yolo","BMW","3 Series","PHEV",6
2023,"Yolo","BMW","5 Series","PHEV",2
2023,"Yolo","BMW","X5","PHEV",7
2023,"Yolo","BMW","i4","Electric",27
2023,"Yolo","BMW","i7","Electric",2
2023,"Yolo","BMW","iX","Electric",3
2023,"Yolo","Cadillac","LYRIQ","Electric",2
2023,"Yolo","Chevrolet","Bolt EUV","Electric",96
2023,"Yolo","Chevrolet","Bolt EV","Electric",46
2023,"Yolo","Chevrolet","Silverado EV","Electric",6
2023,"Yolo","Chrysler","Pacifica Hybrid","PHEV",2
2023,"Yolo","Chrysler","Pacifica Plug-In Hybrid","PHEV",7
2023,"Yolo","Dodge","Hornet","PHEV",13
2023,"Yolo","Fisker","Ocean","Electric",3
2023,"Yolo","Ford","E-Transit","Electric",9
2023,"Yolo","Ford","Escape Plug-In Hybrid","PHEV",11
2023,"Yolo","Ford","F-150 Lightning","Electric",44
2023,"Yolo","Ford","Mustang Mach-E","Electric",50
2023,"Yolo","Hyundai","IONIQ 5","Electric",47
2023,"Yolo","Hyundai","IONIQ 6","Electric",13
2023,"Yolo","Hyundai","KONA Electric","Electric",3
2023,"Yolo","Hyundai","NEXO","Hydrogen",1
2023,"Yolo","Hyundai","SANTA FE Plug-In Hybrid","PHEV",9
2023,"Yolo","Hyundai","TUCSON Plug-in Hybrid","PHEV",10
2023,"Yolo","Jeep","Grand Cherokee","PHEV",13
2023,"Yolo","Jeep","Wrangler","PHEV",24
2023,"Yolo","Kia","EV6","Electric",12
2023,"Yolo","Kia","Niro EV","Electric",4
2023,"Yolo","Kia","Niro Plug-In Hybrid","PHEV",7
2023,"Yolo","Kia","Sorento Plug-In Hybrid","PHEV",5
2023,"Yolo","Kia","Sportage Plug-In Hybrid","PHEV",12
2023,"Yolo","Lexus","NX 450h+","PHEV",11
2023,"Yolo","Lexus","RX 450h+","PHEV",1
2023,"Yolo","Lexus","RZ 450e","Electric",3
2023,"Yolo","Lincoln","Aviator","PHEV",1
2023,"Yolo","Lucid","Air","Electric",5
2023,"Yolo","MINI","Countryman Plug-in Hybrid","PHEV",2
2023,"Yolo","MINI","Hardtop 2 Door","Electric",4
2023,"Yolo","Mazda","CX-90 PHEV","PHEV",13
2023,"Yolo","Mercedes-Benz","EQB","Electric",11
2023,"Yolo","Mercedes-Benz","EQE","Electric",7
2023,"Yolo","Mercedes-Benz","EQS","Electric",4
2023,"Yolo","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Yolo","Nissan","Ariya","Electric",10
2023,"Yolo","Nissan","LEAF","Electric",12
2023,"Yolo","Polestar","2","Electric",1
2023,"Yolo","Rivian","EDV 700","Electric",2
2023,"Yolo","Rivian","R1S","Electric",36
2023,"Yolo","Rivian","R1T","Electric",13
2023,"Yolo","Subaru","Crosstrek","PHEV",2
2023,"Yolo","Tesla","Model 3","Electric",294
2023,"Yolo","Tesla","Model S","Electric",19
2023,"Yolo","Tesla","Model X","Electric",19
2023,"Yolo","Tesla","Model Y","Electric",488
2023,"Yolo","Toyota","Mirai","Hydrogen",13
2023,"Yolo","Toyota","Prius Prime","PHEV",25
2023,"Yolo","Toyota","RAV4 Prime","PHEV",40
2023,"Yolo","Toyota/Subaru","bZ4X/Solterra","Electric",22
2023,"Yolo","Volkswagen","ID.4","Electric",65
2023,"Yolo","Volvo","C40 Recharge","Electric",4
2023,"Yolo","Volvo","S60 Recharge","PHEV",2
2023,"Yolo","Volvo","V60 Recharge","PHEV",2
2023,"Yolo","Volvo","XC40 Recharge","Electric",5
2023,"Yolo","Volvo","XC60 Recharge","PHEV",6
2023,"Yolo","Volvo","XC90 Recharge","PHEV",7
2023,"Yuba","Audi","Q4 e-tron","Electric",1
2023,"Yuba","Audi","Q5","PHEV",1
2023,"Yuba","Audi","e-tron Sportback","Electric",2
2023,"Yuba","BMW","3 Series","PHEV",1
2023,"Yuba","BMW","i4","Electric",4
2023,"Yuba","Cadillac","LYRIQ","Electric",3
2023,"Yuba","Chevrolet","Bolt EUV","Electric",13
2023,"Yuba","Chevrolet","Bolt EV","Electric",1
2023,"Yuba","Chrysler","Pacifica Hybrid","PHEV",2
2023,"Yuba","Chrysler","Pacifica Plug-In Hybrid","PHEV",1
2023,"Yuba","Ford","F-150 Lightning","Electric",5
2023,"Yuba","Ford","Mustang Mach-E","Electric",11
2023,"Yuba","Hyundai","IONIQ 5","Electric",5
2023,"Yuba","Hyundai","KONA Electric","Electric",2
2023,"Yuba","Hyundai","TUCSON Plug-in Hybrid","PHEV",1
2023,"Yuba","Jeep","Grand Cherokee","PHEV",4
2023,"Yuba","Jeep","Wrangler","PHEV",6
2023,"Yuba","Kia","EV6","Electric",5
2023,"Yuba","Kia","Niro Plug-In Hybrid","PHEV",2
2023,"Yuba","Kia","Sportage Plug-In Hybrid","PHEV",1
2023,"Yuba","MINI","Hardtop 2 Door","Electric",1
2023,"Yuba","Mazda","CX-90 PHEV","PHEV",3
2023,"Yuba","Mercedes-Benz","EQB","Electric",3
2023,"Yuba","Mercedes-Benz","EQE","Electric",1
2023,"Yuba","Mercedes-Benz","EQS","Electric",1
2023,"Yuba","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Yuba","Rivian","R1T","Electric",3
2023,"Yuba","Tesla","Model 3","Electric",42
2023,"Yuba","Tesla","Model S","Electric",1
2023,"Yuba","Tesla","Model X","Electric",1
2023,"Yuba","Tesla","Model Y","Electric",85
2023,"Yuba","Toyota","Prius Prime","PHEV",3
2023,"Yuba","Toyota","RAV4 Prime","PHEV",8
2023,"Yuba","Toyota/Subaru","bZ4X/Solterra","Electric",11
2023,"Yuba","Volkswagen","ID.4","Electric",4
2023,"Yuba","Volvo","XC90 Recharge","PHEV",1
